Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11943655,59702862,2025,E-Katalog 5.0,APBD,CV. MAJU BERSAMA 94,E-Purchasing,Pengadaan Barang,Pas. Lampu Down light 4inch Lampu SL LED 23 W,PROSES KONTRAK PPK,1470000,1470000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11809919,54602436,2025,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe 50ML ST,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,983000,983000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11860956,58662613,2025,E-Katalog 5.0,APBD,CV. CIPTA KANAKA ASRI,E-Purchasing,Pengadaan Barang,Pemasangan pipa PVC/HDPE dia. 50 mm Penyambungan melalui Galian Tanah Biasa,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,36811800,36811800
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,01KBEZM4ZX8BE74AFB7XTRZEY7,61171581,2025,E-Katalog 6.0,BLUD,SATORIA ANEKA INDUSTRI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,4249080,4249080
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,11679897,55779000,2025,E-Katalog 5.0,APBD,kenara pelita raya,E-Purchasing,Pengadaan Barang,Plastik Bening Uk. 10 x 30,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,450000,450000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,11904697,58777043,2025,E-Katalog 5.0,APBD,DELIMA CAWISTRA LESTARI,E-Purchasing,Pengadaan Barang,7.9.1 Pasangan Batu,PROSES KONTRAK PPK,189192900,189192900
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,01K7R0R7PMJEJX307DNFVB8465,61057574,2025,E-Katalog 6.0,APBD,KREASI GEMILANG,E-Purchasing,Barang," Belanja Modal Alat Penyimpan Perlengkapan Kantor",ON PROCESS,9700000,9700000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,01JWAF3NDX4BG8AW417CSQ75GA,55889760,2025,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,6000000,6000000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,01JSGW61NPR88ZVW85MG8NDQC2,55778938,2025,E-Katalog 6.0,BLUD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Sukahaji),ON PROCESS,3918300,3918300
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,10144904000,58646476,2025,Non Tender,APBD,CV. IMAYA CONSULTING ENGINEERS,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Jasa Konsultansi Perencanaan Rehabilitasi Pustu Menunjang ILP,SELESAI,89355000,89355000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11860956,58662613,2025,E-Katalog 5.0,APBD,CV. CIPTA KANAKA ASRI,E-Purchasing,Pengadaan Barang,Elbow Dia  50 mm x 90,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3129000,3129000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,12053985,56817577,2025,E-Katalog 5.0,APBD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Azitromisin/Azithromycin sir kering 200 mg/ 5 mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1700000,1700000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,01K6CFTTZ7V75RACYQED8DR4W9,58159278,2025,E-Katalog 6.0,BLUD,TRIDAYA ALKES MANDIRI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (EGG),ON PROCESS,34720800,0
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",01KBHE2SV5F6NS2XP1BPX81HT3,58907519,2025,E-Katalog 6.0,APBD,ALAKSMI JAYA,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Temu Usaha (DAK Non Fisik)),ON PROCESS,49400000,49400000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11315242,53971503,2025,E-Katalog 5.0,BLUD,KOPERASI SEKAR SUCI,E-Purchasing,Pengadaan Barang,SEDOTAN,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,166500,166500
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,11806869,58829927,2025,E-Katalog 5.0,APBD,PT BUMI MARGA KONSTRUKSI,E-Purchasing,Pengadaan Barang,Pekerjaan Beton Struktur Fc 20 MPa,PROSES KONTRAK PPK,267201450,267201450
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,01K1FM7A5PKSWGXN76H0YPH6CX,60153201,2025,E-Katalog 6.0,APBD,OREN,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Ligung),PAYMENT OUTSIDE SYSTEM,100000,100000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,12021052,55783412,2025,E-Katalog 5.0,BLUD,PT. TRIFA RAYA LABORATORIES,E-Purchasing,Pengadaan Barang,AMBROXOL HCI 30 MG,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,255000,255000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11940891,59825921,2025,E-Katalog 5.0,APBD,CV. INTI RAYA,E-Purchasing,Pengadaan Barang,Jasa Pasang Kembali Kusen dan Pintu lkp (Service+lkp Accessories),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,32780000,32780000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,01K0NTPWYXEBM4BXAERA8F63KS,55783412,2025,E-Katalog 6.0,BLUD,AURORA DUA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD UPTD Puskesmas Panongan,ON PROCESS,3730495,3730495
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",10583398000,61080869,2025,Non Tender,APBDP,cv mulya utama,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi/ Pemeliharaan Jalan Lingkungan Perdesaan Blok Pamulihan Desa Wanahayu Kec. Maja,SELESAI,198810871,198810871
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12057783,54602436,2025,E-Katalog 5.0,BLUD,TUNAS BANGUN PRAKARSA,E-Purchasing,Pengadaan Barang,"CHROMIC 3-0 CUTTING , BCAC30261 , BENANG APEX",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2117880,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11759599,54602436,2025,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Ranitidin tab 150 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1862500,1862500
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11660619,58066450,2025,E-Katalog 5.0,APBD,CV FINGER TECHNOLOGY,E-Purchasing,Pengadaan Barang,SERVICE PRINTER EPSON,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1840000,1840000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11570083,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Ondansetron hydrochloride (HCl)/ Ondansetron HCl dihydrate /Ondansetron inj 2 mg/mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5820000,5820000
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,01K3FV8T0925XGRPPQY8Q295GH,60326694,2025,E-Katalog 6.0,APBD,ALKES INDO TRIMITRA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD UPTD Puskesmas Cikijing,PAYMENT OUTSIDE SYSTEM,4523250,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11940891,59825921,2025,E-Katalog 5.0,APBD,CV. INTI RAYA,E-Purchasing,Pengadaan Barang,Pengecatan Plafond Dullux Catilac,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,74723400,74723400
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,01K6HFB1ZC6F2PAQY8VW2AHYPG,56130723,2025,E-Katalog 6.0,BLUD,LUTFI DJAYA BERSAMA,E-Purchasing,Barang,BLUD_BELANJA BARANG DAN JASA_UPTD PUSKESMAS BALIDA TA. 2025,PAYMENT OUTSIDE SYSTEM,7792200,7792200
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,01K6EVYQ3DWNJWK4ATNJPD82SW,60859455,2025,E-Katalog 6.0,BLUD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD - UPTD Puskesmas Sumberjaya,PAYMENT OUTSIDE SYSTEM,1550002,1550002
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,01K96DJB7YJBVEANGGBK69CA78,56788615,2025,E-Katalog 6.0,APBD,TRI PUTRA ALKESINDO,E-Purchasing,Barang," Belanja Bahan-Bahan Lainnya",ON PROCESS,2775000,0
KAB. MAJALENGKA,PUSKESMAS KASOKANDEL - 1.02.0.00.0.00.01.0022,11715351,56340052,2025,E-Katalog 5.0,APBD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Amoksisilin/ Amoxicillin/ Amoxicillin Trihydrate tablet/kapsul/kaplet/kaptab 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2537600,2537600
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,11820032,59398139,2025,E-Katalog 5.0,APBD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Cotrimoxazole/ Cotrimoksazole/ Kotrimoksazol (dewasa) kombinasi: sulfametoksazol 400 mg + trimetoprim 80 mg (tab/kaptab 480 mg),PAKET SELESAI,240000,240000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,01JXXVC581J6HDQGKJAZ02KE9M,58657905,2025,E-Katalog 6.0,BLUD,KHADIJAH ZAMZAM UTAMA,E-Purchasing,Barang,Penyediaan Barang dan Jasa BLUD (Barang Sediaan) e- Purchasing,ON PROCESS,2247750,2247750
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,01KB4GADR48DHN5VGASRST7ZG7,61171581,2025,E-Katalog 6.0,BLUD,ALKES INDO TRIMITRA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,7051830,7051830
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,01KB1Q6HNA267DB8CMMZ45D75K,61378760,2025,E-Katalog 6.0,BLUD,KREASI GEMILANG,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (Belanja Bahan/Alat Listrik),ON PROCESS,76837059,76837059
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,11785540,56788615,2025,E-Katalog 5.0,APBD,PT. DWI PRIMA CEMERLANG,E-Purchasing,Pengadaan Barang,Firl Rad 20 x 25,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7500000,0
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01KAX2CWKJMMD6F1P8C7G2BR9M,61043419,2025,E-Katalog 6.0,APBD,JAYA RAYA KARYA,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Pihak Ketiga/Pihak Lain,ON PROCESS,27494700,27494700
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01K7ZX1Z2PKRCPPWG166BVQPXB,54498083,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover (Belanja Penjilidan Bidang Bina Marga-Perencanaan),ON PROCESS,1225000,1225000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11763520,54602436,2025,E-Katalog 5.0,BLUD,TUNAS BANGUN PRAKARSA,E-Purchasing,Pengadaan Barang,"CHROMIC 0 TAPER , BCAT00401 , BENANG APEX",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3463200,0
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",01JWWHDXHEHR90A5PZ86AQZNRR,59501144,2025,E-Katalog 6.0,APBDP,KALIMASADA ZAHRAA JAYA,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Pihak Ketiga/Pihak Lain,ON PROCESS,509268000,509268000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,01K7ZX2Y21FDJ8W7TNAM1R9Q22,61217607,2025,E-Katalog 6.0,APBD,MEKARWANGI,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat (Promosi Kesehatan Dinkes - Gerakan Posyandu Aktif),ON PROCESS,24700000,24700000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,01JSNNR3062MHCQRH3FQFABZXW,58973866,2025,E-Katalog 6.0,APBD,FINGER TECHNOLOGY,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,900000,900000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,01K9RB5ADGG16G5RZNM168704J,60976039,2025,E-Katalog 6.0,BLUD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (UPTD Puskesmas Sukahaji),PAYMENT OUTSIDE SYSTEM,1000000,1000000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,10295488000,59348801,2025,Non Tender,APBD,CV ANDROMEDA ATALA MIDAS,Pengadaan Langsung,Pekerjaan Konstruksi,Saluran Air Blok Kananga Kelurahan Tonjong,SELESAI,49878997,49878997
KAB. MAJALENGKA,PUSKESMAS TALAGA - 1.02.0.00.0.00.01.0004,01KAZ68FEK19JNJ8JMDZMAQB8N,60327656,2025,E-Katalog 6.0,APBD,IRMA DEWI,E-Purchasing,Barang,Belanja Barang dan jasa BLUD,ON PROCESS,1860000,1860000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11307097,53970913,2025,E-Katalog 5.0,BLUD,KOPERASI SEKAR SUCI,E-Purchasing,Pengadaan Barang,PAKET MAKAN 4,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,89100000,89100000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,01JWB040FAKD4VPAWXJ771KZB0,58793149,2025,E-Katalog 6.0,APBD,TRILOKA UTAMA KARYA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor,ON PROCESS,10939848,10939848
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11763469,54602436,2025,E-Katalog 5.0,BLUD,PT Pratapa Nirmala,E-Purchasing,Pengadaan Barang,Sodium hyaluronate 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,37121900,37121900
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01KCFZZYBYET0GEYXNT6PBJ47F,61081805,2025,E-Katalog 6.0,APBDP,JULIAN JAYA,E-Purchasing,Barang,Belanja Alat/bahan Untuk Kegiatan Kantor-Suvenir/Cendera Mata,ON PROCESS,47202750,47202750
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11688563,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Meropenem/ Meropenem Trihydrate serb inj 1.000 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4550000,4550000
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,11680981,55779000,2025,E-Katalog 5.0,APBD,kenara pelita raya,E-Purchasing,Pengadaan Barang,Amplop Polos Kecil,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,112000,112000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11763465,54602436,2025,E-Katalog 5.0,BLUD,PT Yarindo Farmatama,E-Purchasing,Pengadaan Barang,Valproat tab lepas lambat 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2100000,2100000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11860956,58662613,2025,E-Katalog 5.0,APBD,CV. CIPTA KANAKA ASRI,E-Purchasing,Pengadaan Barang,Pemasangan pipa PVC/HDPE dia. 20 mm Penyambungan melalui Ekspose,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1052337,1052337
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,01K5GNYF7HB67EY7V19121KKYC,54750548,2025,E-Katalog 6.0,APBD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor,ON PROCESS,3789911,3789911
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01KAASKH3PZT7SMRG3V1C1BM7C,61126989,2025,E-Katalog 6.0,APBDP,DHARMAWAN JAYA,E-Purchasing,Barang,Belanja Modal Peralatan Personal Computer (Printer Pelayanan Kesamsatan),ON PROCESS,179820000,179820000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,01K8M7FT3HMJE85H1E7ME0CKW7,61068321,2025,E-Katalog 6.0,"APBD,APBDP",MEKARWANGI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor,ON PROCESS,45942900,45942900
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11920697,59902083,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,pekerjaan bekisting kolom,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,11391800,11391800
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01K9RVYFTXWDZSRNKNRHM8MHZF,61049293,2025,E-Katalog 6.0,APBD,RAIHAN,E-Purchasing,Jasa Lainnya,Belanja Pakaian Dinas Lapangan (PDL),PAYMENT OUTSIDE SYSTEM,12000000,12000000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,01JWQT26CJ5G20AFTTVDKPJ38Y,56181752,2025,E-Katalog 6.0,BLUD,FINGER TECHNOLOGY,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD Puskesmas Majalengka,PAYMENT OUTSIDE SYSTEM,1720000,1720000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,11978036,56817577,2025,E-Katalog 5.0,APBD,PT. INDO PRIANGAN KATULISTIWA,E-Purchasing,Pengadaan Barang,Gabapentin tablet/kapsul/kaplet 300 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1130000,1130000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01KB97743BT05P2PNN4989F190,59067454,2025,E-Katalog 6.0,APBDP,TEDDI IRMADI,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat  ,ON PROCESS,950000,950000
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,11690980,56258314,2025,E-Katalog 5.0,APBD,CV. ARSYA UTAMA SAFETY,E-Purchasing,Pengadaan Barang,Jasa Service Kendaraan Roda 4,PAKET SELESAI,4750000,4750000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11571200,54602436,2025,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Ramipril tab 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4440000,4440000
KAB. MAJALENGKA,PUSKESMAS SUKAMULYA - 1.02.0.00.0.00.01.0031,01KC6106BHE554ZHJYYPMN7SAR,55998860,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD; Pelayanan dan Penunjang Pelayanan BLUD,ON PROCESS,7790000,7790000
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,11840166,56543922,2025,E-Katalog 5.0,BLUD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg-KF,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,645000,645000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11315242,53971503,2025,E-Katalog 5.0,BLUD,KOPERASI SEKAR SUCI,E-Purchasing,Pengadaan Barang,LACTOGEN 1 180 GRAM,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1012320,1012320
KAB. MAJALENGKA,KECAMATAN MAJA - 7.01.0.00.0.00.16.0000,11519658,56897374,2025,E-Katalog 5.0,APBD,CV. LALA,E-Purchasing,Pengadaan Barang,NASI BOX,PROSES KONTRAK PPK,3000000,3000000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01K6CR1EN84D7ZR6K8EM40W404,57985692,2025,E-Katalog 6.0,APBD,ARANI CIPTA KARYA,E-Purchasing,Jasa Lainnya,Belanja Barang untuk Dijual/Diserahkan kepada Pihak Ketiga/Pihak Lain  ,ON PROCESS,23390000,23390000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,11771389,55784282,2025,E-Katalog 5.0,APBD,PT CATUR DARA MAKMUR,E-Purchasing,Pengadaan Barang,SALYCYL TALK 50GR,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,158400,158400
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11623884,54964594,2025,E-Katalog 5.0,APBD,CV ANGKASA FLANK GROUP,E-Purchasing,Pengadaan Barang,Isi Cutter / Refill Cutter Besar,PAKET SELESAI,68000,68000
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,12084121,60326694,2025,E-Katalog 5.0,APBD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Akarbose tab 100 mg,PAKET SELESAI,678400,678400
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12053040,54602436,2025,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Fenitoin/ Phenytoin Sodium Injeksi 50 mg/ml (100 mg/ 2 mL),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,182500,182500
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,11680662,55779000,2025,E-Katalog 5.0,APBD,kenara pelita raya,E-Purchasing,Pengadaan Barang,Gunting Besar,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,50000,50000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,11684453,55785345,2025,E-Katalog 5.0,BLUD,PT. Harbat Farma,E-Purchasing,Pengadaan Barang,MEDICOUGH,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,210000,210000
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,11716639,56045511,2025,E-Katalog 5.0,APBD,PT. GOLDEN HITECH INDONESIA,E-Purchasing,Pengadaan Barang,Blood Collection Tubes EDTA K3 0.5 ML (Micro Tube),PAKET SELESAI,320000,320000
KAB. MAJALENGKA,PUSKESMAS LOJI - 1.02.0.00.0.00.01.0019,01K41H059WWP8NYB8RG3HSMB4V,58686248,2025,E-Katalog 6.0,APBD,BERKAH AZKA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,2922500,2922500
KAB. MAJALENGKA,KECAMATAN MAJA - 7.01.0.00.0.00.16.0000,11629106,56898677,2025,E-Katalog 5.0,APBD,CV Pratama,E-Purchasing,Pengadaan Barang,Tinta Epson L100 6641 Black,PROSES KONTRAK PPK,1338750,1338750
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,01KC0P2ZQXA7D6J2T8NR6XB47P,61055934,2025,E-Katalog 6.0,APBD,TITIN ATIKAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD UPTD Puskesmas Leuwimunding tahun 2025,PAYMENT OUTSIDE SYSTEM,4950000,4950000
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01JTJ364YARQRAATDNSJN65ECQ,55883038,2025,E-Katalog 6.0,APBD,CIPTA SARANA UTAMA,E-Purchasing,Jasa Lainnya,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,13054500,13054500
