Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11941702,59702883,2025,E-Katalog 5.0,APBD,CV. MULTI BROTHER,E-Purchasing,Pengadaan Barang,Pek. Pasang Instalasi Titik Lampu,PROSES KONTRAK PPK,2850000,2850000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,01JZ2G3YAJ5YN3ZCSNGAZEYJ6P,58376974,2025,E-Katalog 6.0,BLUD,SACHIA AYUNDA GROUP,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (ISY),ON PROCESS,240650375,240650375
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,01KCTBX3BJTGJZRKSRMBG7R3XW,61053313,2025,E-Katalog 6.0,APBD,MALAKA ARTHA PERSADA,E-Purchasing,Jasa Lainnya,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan",PAYMENT OUTSIDE SYSTEM,18000000,18000000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,10654299000,61826226,2025,Non Tender,APBDP,CV. JAVANESIA,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Bangunan Gedung-Bangunan Gedung Tempat kerja-bangunan Gedung kantor ( Rehabilitasi Ruang Kerja Setda ),SELESAI,198635087,198635087
KAB. MAJALENGKA,PUSKESMAS LIGUNG - 1.02.0.00.0.00.01.0011,11681635,55779000,2025,E-Katalog 5.0,APBD,kenara pelita raya,E-Purchasing,Pengadaan Barang,Plastik Sampah Warna Kuning,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,220000,220000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01JY0E8GYB48PPWF3XEFQ0PWNN,59056364,2025,E-Katalog 6.0,APBD,ALUKY,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,1440000,1440000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,01JWQFCJ4XK7W3BS4MECCZFCB3,55893929,2025,E-Katalog 6.0,APBD,RIDO UTAMA,E-Purchasing,Jasa Lainnya,Belanja Makanan dan  Minuman Aktifitas Lapangan ,ON PROCESS,3000000,3000000
KAB. MAJALENGKA,PUSKESMAS CINGAMBUL - 1.02.0.00.0.00.01.0007,12038748,56492372,2025,E-Katalog 5.0,APBD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Griseofulvin tablet/kapsul/kaplet 125 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,178500,178500
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01KAAV52JYNVH7QY2A771VMXQZ,61690817,2025,E-Katalog 6.0,APBDP,APPOT,E-Purchasing,Barang,"Belanja Modal Peralatan Komputer Lainnya (Printer, Router dan Tablet Pembayaran Pajak dan Penelusuran KTMDU)",ON PROCESS,130869000,130869000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11988477,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Simvastatin tablet/kapsul/kaplet 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,220000,220000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,10501928000,61294428,2025,Non Tender,APBDP,CV.GARDU JAYA,Pengadaan Langsung,Pengadaan Barang,Belanja kegiatan di Lokasi BSMSS Ds Hegarmanah Kec Banjaran,SELESAI,174243083,0
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,11800586,56817577,2025,E-Katalog 5.0,APBD,PT. Holi Pharma,E-Purchasing,Pengadaan Barang,Ibuprofen susp 200 mg/5 mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,316700,316700
KAB. MAJALENGKA,PUSKESMAS LEMAHSUGIH - 1.02.0.00.0.00.01.0016,01K1FBDSKTKGV35MA28KF9WGDH,55884787,2025,E-Katalog 6.0,BLUD,OREN,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,2850000,2850000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11901686,54602436,2025,E-Katalog 5.0,BLUD,PT.GLOBAL DISPOMEDIKA,E-Purchasing,Pengadaan Barang,ESPUMA Non-Adhesive 15 x 15 cm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1676320,0
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,01K855782BNCXPSNPNTDQCT0Q6,56075702,2025,E-Katalog 6.0,APBD,ANGKASA FLANK GROUP,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD UPTD Puskesmas Argapura,ON PROCESS,16999983,16999983
KAB. MAJALENGKA,PUSKESMAS TALAGA - 1.02.0.00.0.00.01.0004,01JW7Z8ACYAKJ6B2CVBC03F53X,56623792,2025,E-Katalog 6.0,APBD,RESTU ASRI BUMI,E-Purchasing,Barang,Belanja Barang dan jasa BLUD,ON PROCESS,9448297,9448297
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01KAAD90N1DWMSBZNMSJQH48BF,61217576,2025,E-Katalog 6.0,APBD,ALFARIZI PAMANAH RASA,E-Purchasing,Barang,Belanja Barang dan Jasa UPTD Puskesmas Sindangwangi,ON PROCESS,2086800,2086800
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",11517976,56283258,2025,E-Katalog 5.0,APBD,CV. CHICCO,E-Purchasing,Pengadaan Barang,PHOTO COPY,PROSES KONTRAK PPK,1111800,1111800
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11414878,54487072,2025,E-Katalog 5.0,APBD,ARENA JAYA,E-Purchasing,Pengadaan Barang,Philips TLD 18 W,PROSES KONTRAK PPK,640000,640000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11354143,54602436,2025,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Cefixime trihydrate/ Cefixime/ Sefiksim sirup/ sirup kering 100 mg/ 5 ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2925000,2925000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11911003,59875376,2025,E-Katalog 5.0,APBD,PT.HAURA KARYA NUSANTARA,E-Purchasing,Pengadaan Barang,Instalasi Titik Lampu,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7191000,7191000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",11453116,56858521,2025,E-Katalog 5.0,APBD,AKBAR JAYA COPY CENTER DAN ATK,E-Purchasing,Pengadaan Barang,Penjilidan Soft Cover,PAKET SELESAI,840000,840000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,01KBC2WA7CJNF5X152JM3DM9A6,55781420,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,BOK_BELANJA MAKAN LOKBUL_BELANJA OPERASIONAL PELAYANAN PUSKESMAS_UPTD PUSKESMAS BALIDA TA. 2025,PAYMENT OUTSIDE SYSTEM,1950000,1950000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,11640745,56130723,2025,E-Katalog 5.0,BLUD,PT.Imfarmind Farmasi Industri,E-Purchasing,Pengadaan Barang,Paracetamol/ Parasetamol sirup 120 mg / 5 ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2370000,2370000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12016009,54602436,2025,E-Katalog 5.0,BLUD,TUNAS BANGUN PRAKARSA,E-Purchasing,Pengadaan Barang,KASA TAMPON CITRA - GOLD 10 X 10 CM,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,22022400,22022400
KAB. MAJALENGKA,PUSKESMAS BANJARAN - 1.02.0.00.0.00.01.0018,01K9NZ8AGYK7K565PJNN686DEW,56549535,2025,E-Katalog 6.0,BLUD,TUNAS PUTRA TIMUR,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,ON PROCESS,27999999,27999999
KAB. MAJALENGKA,PUSKESMAS KADIPATEN - 1.02.0.00.0.00.01.0012,01K7P4EPBZ3XAC0V9H2X53RJKZ,61239845,2025,E-Katalog 6.0,APBD,ALHAMDULILLAH,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,9720770,9720770
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11759944,54602436,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Paracetamol/ Parasetamol infus 10 mg/Ml (TD),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,18480000,18480000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,01K85AK9J745S8QNKMTJGWHA0Q,61053461,2025,E-Katalog 6.0,APBD,HAIDAR PUTRA PRADANA,E-Purchasing,Barang,Penyediaan Bahan Logistik,ON PROCESS,79999444,79999444
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11982621,59825927,2025,E-Katalog 5.0,APBD,PT.HAURA KARYA NUSANTARA,E-Purchasing,Pengadaan Barang,Pasang Floor Drain Stainless,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,754000,754000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11404496,56314180,2025,E-Katalog 5.0,APBD,CV. DWI GUNA,E-Purchasing,Pengadaan Barang,tempat sampah dorong,PROSES KONTRAK PPK,7800000,7800000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11759599,54602436,2025,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Asam mefenamat tab 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,775000,775000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11920697,59902083,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,pemasangan instalasi pipa tembaga dia 3/4,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,40590000,40590000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11860890,58662391,2025,E-Katalog 5.0,APBD,Glagahwangi,E-Purchasing,Pengadaan Barang,Pekerjaan Pasangan 1/2 Bata camp 1:5,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5507342.44,5507342.44
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11943655,59702862,2025,E-Katalog 5.0,APBD,CV. MAJU BERSAMA 94,E-Purchasing,Pengadaan Barang,Instalasi Pipa Air Kotor Pipa PVC 2inch,PROSES KONTRAK PPK,8415000,8415000
KAB. MAJALENGKA,PUSKESMAS KERTAJATI - 1.02.0.00.0.00.01.0009,01K82FPWQT4F22X0ZQT5X4V8X2,61005410,2025,E-Katalog 6.0,APBD,FINGER TECHNOLOGY,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,PAYMENT OUTSIDE SYSTEM,750000,750000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,11920697,59902083,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,pekerjaan  bongkaran plafond dan rangka,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,8632000,8632000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,12055328,54602436,2025,E-Katalog 5.0,BLUD,PT Yarindo Farmatama,E-Purchasing,Pengadaan Barang,Aripiprazol tab dispersible 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6974250,6974250
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",01JWWHP4N9QTSH1QBVP3KWAY4Z,59501144,2025,E-Katalog 6.0,APBDP,KALIMASADA ZAHRAA JAYA,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Pihak Ketiga/Pihak Lain,ON PROCESS,318570000,318570000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",01KAWH467YAEECKS9TVW6MYQKV,61110432,2025,E-Katalog 6.0,APBDP,TEDDI IRMADI,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,ON PROCESS,12500000,12500000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11636604,54602436,2025,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,"Latex Medical Examination Gloves XS,S,M,L Powder Free",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,12654000,12654000
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,01K7K6W2693AWKTD9R8W9Q5VSW,55782976,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,PAYMENT OUTSIDE SYSTEM,5200000,5200000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",01K5DT5HYFYX0T7AC7WHMTGBQ8,60004222,2025,E-Katalog 6.0,APBD,MUHAMAD WINDU NATA KUSUMAH,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat  #Penyelenggaraan Rapat Koordinasi di Pemerintah Daerah (Penugasan),ON PROCESS,8100000,8100000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11866395,58663183,2025,E-Katalog 5.0,APBD,CV.MULTI DIMENSI ADHI KARYA,E-Purchasing,Pengadaan Barang,Pekerjaan Kusen Pintu dan Jendela Kelas II,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1325836.5,1325836.5
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,11459597,56707541,2025,E-Katalog 5.0,APBD,CV. LAREINA,E-Purchasing,Pengadaan Barang,Cakram,PAKET SELESAI,800000,0
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,01K35KGCG6R6PS64AX2535V1TX,55024284,2025,E-Katalog 6.0,"APBD,APBDP",JAYA MAKMUR SENTOSA,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Dinas Bermotor Perorangan,ON PROCESS,2392000,2392000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11863357,54875172,2025,E-Katalog 5.0,APBD,PT Medquest Jaya Global,E-Purchasing,Pengadaan Barang,GENEXPERT Xpert MTB/RIF Ultra Assay Kit,PROSES KONTRAK PPK,2782703400,0
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01K98Y6688R0VBQ8HCF8NC30N5,60869216,2025,E-Katalog 6.0,APBD,ROSANDY ALAM KARYA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,4500000,4500000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,11859593,58973866,2025,E-Katalog 5.0,APBD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Kalsium laktat (kalk) tab 500 mg,PAKET SELESAI,1008000,1008000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,01K82E0E3ZRTV1E494DJ1JJVJ9,61079375,2025,E-Katalog 6.0,APBDP,TIGA PUTRI MAJA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Cetak SPOP dan LSPOP),ON PROCESS,16400000,16400000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,3974937,,2025,Tokodaring,,Sadawira Citra Indonesia,E-Purchasing,Pengadaan Barang,"Curtain PVC Set L Tinggi 2,5 Meter, Curtain PVC Set Vertical Tinggi 2,5 Meter",,339771000,339771000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,11617087,56021331,2025,E-Katalog 5.0,APBD,CV.SAKA GLOBAL MANDIRI,E-Purchasing,Pengadaan Barang,nasi box,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,30000000,30000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,11982621,59825927,2025,E-Katalog 5.0,APBD,PT.HAURA KARYA NUSANTARA,E-Purchasing,Pengadaan Barang,Pek. Bongkaran Atap Eksisting,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7481925,7481925
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,11572266,57388612,2025,E-Katalog 5.0,APBD,CV CIPTA SARANA UTAMA,E-Purchasing,Pengadaan Barang,Hekter,PAKET SELESAI,90000,90000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,11643489,55882316,2025,E-Katalog 5.0,APBD,CV. RIDO UTAMA,E-Purchasing,Pengadaan Barang,Kain Lap Micro Fiber,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,150000,150000
KAB. MAJALENGKA,PUSKESMAS SINDANG - 1.02.0.00.0.00.01.0029,01JTFFF8ZCRKZJ6VS4HJ5DX7ER,55795984,2025,E-Katalog 6.0,APBD,SARI TANI SERA,E-Purchasing,Barang,Belanja Barang dan Jasa BOK Puskesmas (UPTD Puskesmas Sindang),ON PROCESS,3675000,3675000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,01K9VERF0BEHCYDNXPEP8QKTN9,60865900,2025,E-Katalog 6.0,APBD,PRATAMA,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,PAYMENT OUTSIDE SYSTEM,5400000,5400000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,01JZ2CQMCQKKFW98SS6VSJ7NK6,58066450,2025,E-Katalog 6.0,APBD,FINGER TECHNOLOGY,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya (UMPEG),ON PROCESS,18070000,18070000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11938919,59702821,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,pekerjaan aanstamping batu belah tinggi 15cm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1804800,1804800
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,11962509,56543922,2025,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,"Cotrimoxazole/ Cotrimoksazole/ Kotrimoksazol (anak) kombinasi tiap 5 ml suspensi: sulfametoksazol 200 mg + trimetoprim 40 mg, susp",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1430000,1430000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",11864064,58662829,2025,E-Katalog 5.0,APBD,CV. RAFFA ADYATMA,E-Purchasing,Pengadaan Barang,Pipa HDPE Dia 90 mm (PN 10),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,31800000,31800000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11938919,59702821,2025,E-Katalog 5.0,APBD,CV. ASTHA PILAR ANGKASA,E-Purchasing,Pengadaan Barang,"pemasangan washtapel +Lkp Cermin dan accessories shipon dan keran, toto L38V1",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3450000,3450000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,01JWATRC801AVAGAQRJB0W4MBR,55784636,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,BOK_BELANJA MAKAN STBM_PEL. KESEHATAN PENY. MENULAR DAN TIDAK MENULAR_UPTD PUSKESMAS BALIDA TA. 2025,PAYMENT OUTSIDE SYSTEM,390000,390000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,11670355,55780931,2025,E-Katalog 5.0,APBD,CV. ALHAMDULILLAH,E-Purchasing,Pengadaan Barang,Pasir,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2400000,2400000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01K4M3JE4YT68WJSW00B5HTBHJ,60140860,2025,E-Katalog 6.0,APBD,SURYA BERKAH UTAMA,E-Purchasing,Pekerjaan Konstruksi,Belanja Pemeliharaan Bangunan Gedung -Bangunan Gedung Tempat Tinggal -Bangunan Gedung Tempat Tinggal Lainnya (Rehabilitasi Mess Pendopo),ON PROCESS,731910766,731910766
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01K9EN095982Y3Y9Z2H45988E1,54235862,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Kertas dan Cover (Penjilidan Kooordinasi dan Penyusunan Capaian KInerja dan Okhtisar Realisasi KInerja SKPD),ON PROCESS,945000,945000
KAB. MAJALENGKA,PUSKESMAS SUKAMULYA - 1.02.0.00.0.00.01.0031,11758954,55998859,2025,E-Katalog 5.0,APBD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Ibuprofen tablet/kapsul/kaplet 400 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,104500,104500
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,01KBC3949K83SERMD51D0C2YH6,55792016,2025,E-Katalog 6.0,APBD,KENARA PELITA RAYA,E-Purchasing,Barang,BOK_BELANJA SNACK PELAKSANAAN KELAS IBU HAMIL_PENGELOLAAN PELAYANAN KESEHATAN IBU HAMIL_UPTD PUSKESMAS BALIDA TA. 2025,PAYMENT OUTSIDE SYSTEM,3850000,3850000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,11515722,57323889,2025,E-Katalog 5.0,APBD,DIFA CATERING,E-Purchasing,Pengadaan Barang,PAKET SNACK 1,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,11200000,11200000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,01KAAEZYXGQ86B8H17FPEDS1YS,61217576,2025,E-Katalog 6.0,APBD,MEMED AHMADI,E-Purchasing,Barang,Belanja Barang dan Jasa UPTD Puskesmas Sindangwangi,ON PROCESS,1122765,1122765
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,11698459,55785395,2025,E-Katalog 5.0,BLUD,CV. ALHAMDULILLAH,E-Purchasing,Pengadaan Barang,Map Ordner,PAKET SELESAI,948000,948000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,01K69FK8XYQ0BV8JPYMRR3Q03H,56331275,2025,E-Katalog 6.0,APBD,BUMBUWANGI CIPTA EKARASA,E-Purchasing,Barang,Belanja Barang dan Jasa BOK Puskesmas,ON PROCESS,7464905,7464905
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01JYDRHNBSX94YWEERWTQ9F623,54424431,2025,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Beban Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya (Service / Penggantian Suku Cadang Printer -- Sub Kegiatan Pemeliharaan Peralatan dan Mesin Lainnya),ON PROCESS,8250000,8250000
KAB. MAJALENGKA,PUSKESMAS BANTARUJEG - 1.02.0.00.0.00.01.0030,11662279,55854805,2025,E-Katalog 5.0,BLUD,CV FINGER TECHNOLOGY,E-Purchasing,Pengadaan Barang,RINSO DETERGEN BUBUK,PAKET SELESAI,360000,360000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,01KA80YM6V5W0Y39YY9NQ9NSVC,61355049,2025,E-Katalog 6.0,APBD,GARDEN HOTEL,E-Purchasing,Jasa Lainnya,Beban Perjalanan Dinas Paket Meeting Dalam Kota (P2PTM Keswa),ON PROCESS,40000000,40000000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,01K4Z4RBJY8GVBMPXXHDBXXYX5,57173155,2025,E-Katalog 6.0,APBD,UTIXINDO GLOBAL ASIA,E-Purchasing,Jasa Lainnya,"Belanja Sewa Kendaraan Bermotor (Keikutsertaan Kegiatan Provinsi, POPDA)",ON PROCESS,105000000,105000000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,11859613,58973866,2025,E-Katalog 5.0,APBD,PT. MARIN LIZA FARMASI,E-Purchasing,Pengadaan Barang,"Vitamin B kompleks mengandung,  a. Vitamin B1 b. Vitamin B6 c. Vitamin B12 tab",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,720000,720000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,01K55H3G1D9GMMN60TVG7H1CXJ,60474072,2025,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Suvenir/Cendera Mata,PAYMENT OUTSIDE SYSTEM,3000000,3000000
