Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KGGK3WK8PSBQQXMV6YKZ0WMZ,64956264,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover (Sub Kegiatan Penyediaan Peralatan dan Perlengkapan Kantor),ON PROCESS,31457276,31457276
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH2K40R23C3853CK4ZAEYF3R,64820472,2026,E-Katalog 6.0,APBD,AGAM MITRA MANDIRI,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Operasional UPTD SDA Jatiwangi Minyak Pelumas Oli dan Oli Samping),ON PROCESS,4272000,4272000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10815669000,66066910,2026,Non Tender,APBD,cv. jangkar alam,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sukasari Kaler - Cibuluh (Panyaweuyan)),BERLANGSUNG,199250522,199250522
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10797454000,65483156,2026,Non Tender,APBD,CV. MAJU BERSAMA 94,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Cieurih - Kulur),SELESAI,199338626,199338626
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,01KH8GCQS674PF0D010VBZH801,64934346,2026,E-Katalog 6.0,APBD,FAHMI MOHAMAD RIDWAN,E-Purchasing,Barang,Kertas dan Cover (Penjilidan Koordinasi dan Penyusunan DPA-SKPD),ON PROCESS,1050000,1050000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10768546000,64813128,2026,Non Tender,APBD,CV. YAD JAYA PERKASA,Pengadaan Langsung,Pengadaan Barang,"Belanja Bahan-Bahan Bangunan dan Konstruksi (Bahan Pemeliharaan Saluran Irigasi Blok Pakuwon, Bahan Pemeliharaan Saluran Irigasi Burubutuh, Bahan Pemeliharaan Saluran Irigasi Ciawi, Bahan Pemeliharaan Saluran Irigasi Playangan) pada UPTD SDA Majalengka",SELESAI,63307296,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10802437000,65954575,2026,Non Tender,APBD,Haidar Putra Pradana,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Tonjong Kolot),SELESAI,199269618,199269618
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10790470000,65536268,2026,Non Tender,APBD,CV. KAHARINGAN GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Jakalalana),SELESAI,198999413,198999413
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10773817000,63497158,2026,Non Tender,APBD,CV. DINAMIS,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Belanja Bahan Untuk Unit Reaksi Cepat UPTD Jatiwangi (Tahap 2)),SELESAI,99320269,0
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,10790485000,65953702,2026,Non Tender,APBD,CV. PUTRA CIKAL MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Simpeureum - Manjeti),SELESAI,199060893,199060893
